equipment_id,equipment_eq_id,equipment_name,department,wo_id,status,material_cost,labor_time,work_performed_by,assigned_to,downtime_hours,completed_datetime,comments,attachments,audit_item,due_date
86,EQ ID 86,"Boundary Board, Soap Dispenser Assembly, 4112 can",Quality Assurance,64,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:37:41 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"Audit samples for damage, location, and proper use",3/18/2023
87,EQ ID 87,"Boundary Board, TPF, 1540 /1040 Edge Finisher",Quality Assurance,6578,Pending,0.00,0.00,,QA Technician,0.00,,,[],"Audit samples for damage, location, and proper use.",7/24/2024
87,EQ ID 87,"Boundary Board, TPF, 1540 /1040 Edge Finisher",Quality Assurance,65,Closed and Completed,0.00,0.30,Carmen Yauri,,0.00,7/13/2023,,[],"Audit samples for damage, location, and proper use.",3/18/2023
1212,EQ ID 1212,"Function Gage, T-4112-7 AC 3, Adams Campbell",Quality Assurance,11296,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1) Measure 6.906 +/- .002
2) Measure 6.034 +/- .002",4/15/2025
1212,EQ ID 1212,"Function Gage, T-4112-7 AC 3, Adams Campbell",Quality Assurance,722,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:50:46 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"1) Measure 6.906 +/- .002
2) Measure 6.034 +/- .002",3/18/2023
1213,EQ ID 1213,"Surface Plate 36x48, PQ-51-14, QA (CMS Recall)",Quality Assurance,11250,Pending,0.00,0.00,,Outside Service,0.00,,,[],See Cornerstone Metrology Service Certificate,4/15/2025
1213,EQ ID 1213,"Surface Plate 36x48, PQ-51-14, QA (CMS Recall)",Quality Assurance,723,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:44:40 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],See Cornerstone Metrology Service Certificate,3/18/2023
1214,EQ ID 1214,"18"" Digital Height Gage, 1409748, QA (CMS Recall)",Quality Assurance,11275,Pending,0.00,0.00,,Outside Service,0.00,,,[],See Cornerstone Metrology Service Certificate,4/15/2025
1214,EQ ID 1214,"18"" Digital Height Gage, 1409748, QA (CMS Recall)",Quality Assurance,724,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:47:52 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],See Cornerstone Metrology Service Certificate,3/18/2023
1215,EQ ID 1215,"Pin Gage Set, B005, QA",Quality Assurance,11252,Pending,0.00,0.00,,Outside Service,0.00,,,[],changing from Cornerstone Metrology Service to Micro Quality Calibration,4/15/2025
1215,EQ ID 1215,"Pin Gage Set, B005, QA",Quality Assurance,725,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:44:54 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],changing from Cornerstone Metrology Service to Micro Quality Calibration,3/18/2023
1216,EQ ID 1216,"Dial Indicator, B112138, QA",Quality Assurance,11276,Pending,0.00,0.00,,Outside Service,0.00,,,[],moving from Cornerstone Metrology Service to Micro Quality Calibration,4/15/2025
1216,EQ ID 1216,"Dial Indicator, B112138, QA",Quality Assurance,726,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:48:00 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],moving from Cornerstone Metrology Service to Micro Quality Calibration,3/18/2023
1217,EQ ID 1217,"Dial Indicator, B147449, QA",Quality Assurance,11226,Pending,0.00,0.00,,Outside Service,0.00,,,[],See Cornerstone Metrology Service Certificate,4/15/2025
1217,EQ ID 1217,"Dial Indicator, B147449, QA",Quality Assurance,727,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:41:20 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],See Cornerstone Metrology Service Certificate,3/18/2023
1218,EQ ID 1218,"Boundary Board, Grab Bar Welding",Quality Assurance,11227,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1) Review samples
2) Review labels and stickers

Replace anything damaged or missing. Replacements must be requested from BWEC",4/15/2025
1218,EQ ID 1218,"Boundary Board, Grab Bar Welding",Quality Assurance,11229,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1) Review Samples
2) Review labels and stickers

Replace anything damaged or missing. Replacements must be requested from BED",4/15/2025
1218,EQ ID 1218,"Boundary Board, Grab Bar Welding",Quality Assurance,728,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:41:30 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"1) Review samples
2) Review labels and stickers

Replace anything damaged or missing. Replacements must be requested from BWEC",3/18/2023
1218,EQ ID 1218,"Boundary Board, Grab Bar Welding",Quality Assurance,729,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:41:49 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"1) Review Samples
2) Review labels and stickers

Replace anything damaged or missing. Replacements must be requested from BED",3/18/2023
1330,EQ ID 1330,"Drill Fixture, 1080 Drill Machine RH O/S Door, Sample from Machine",Quality Assurance,11245,Pending,0.00,0.00,,QA Technician,0.00,,,[],Measure dimensions as shown,4/15/2025
1330,EQ ID 1330,"Drill Fixture, 1080 Drill Machine RH O/S Door, Sample from Machine",Quality Assurance,832,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:43:53 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],Measure dimensions as shown,3/18/2023
1344,EQ ID 1344,"Digital Micrometer, 6194113, QA (CMS Recall)",Quality Assurance,5910,Pending,0.00,0.00,,Outside Service,0.00,,,[],See Cornerstone Metrology Service Certificate,6/6/2024
1344,EQ ID 1344,"Digital Micrometer, 6194113, QA (CMS Recall)",Quality Assurance,846,Closed and Completed,0.00,1.00,Alex Davila,,0.00,6/6/2023,,[],See Cornerstone Metrology Service Certificate,3/18/2023
1345,EQ ID 1345,"Torque Wrench, 5200",Quality Assurance,11254,Pending,0.00,0.00,,Outside Service,0.00,,,[],Micro Quality Calibration,4/15/2025
1345,EQ ID 1345,"Torque Wrench, 5200",Quality Assurance,847,Closed without Action,-1.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:45:09 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],Micro Quality Calibration,3/18/2023
1346,EQ ID 1346,"Angle Iron Set, 15327, QA (CMS Recall)",Quality Assurance,11297,Pending,0.00,0.00,,Outside Service,0.00,,,[],See Cornerstone Metrology Service Certificate,4/15/2025
1346,EQ ID 1346,"Angle Iron Set, 15327, QA (CMS Recall)",Quality Assurance,848,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:50:57 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],See Cornerstone Metrology Service Certificate,3/18/2023
1347,EQ ID 1347,"Radius Gage Set, 15324, QA (CMS Recall)",Quality Assurance,11298,Pending,0.00,0.00,,Outside Service,0.00,,,[],See Cornerstone Metrology Service Certificate,4/15/2025
1347,EQ ID 1347,"Radius Gage Set, 15324, QA (CMS Recall)",Quality Assurance,849,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:51:06 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],See Cornerstone Metrology Service Certificate,3/18/2023
1348,EQ ID 1348,"Micrometer Checker, 10468, QA (CMS Recall)",Quality Assurance,11299,Pending,0.00,0.00,,Outside Service,0.00,,,[],See Cornerstone Metrology Service Certificate,4/15/2025
1348,EQ ID 1348,"Micrometer Checker, 10468, QA (CMS Recall)",Quality Assurance,850,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:51:11 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],See Cornerstone Metrology Service Certificate,3/18/2023
1349,EQ ID 1349,"Caliper Checker, 529, QA (CMS Recall)",Quality Assurance,11300,Pending,0.00,0.00,,Outside Service,0.00,,,[],See Cornerstone Metrology Service Certificate,4/15/2025
1349,EQ ID 1349,"Caliper Checker, 529, QA (CMS Recall)",Quality Assurance,851,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:51:20 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],See Cornerstone Metrology Service Certificate,3/18/2023
1374,EQ ID 1374,"Boundary Board, Miter Weld",Quality Assurance,864,Closed and Completed,0.00,0.30,Carmen Y,,0.00,7/11/2023,,[],"1) Review samples
2) Review labels and stickers

Replace anything damaged or missing.  Replacements must be requested from BMC",3/18/2023
1374,EQ ID 1374,"Boundary Board, Miter Weld",Quality Assurance,6524,Closed without Action,0.00,0.00,Alex Davila,,0.00,10/8/2025,,[],"1) Review samples
2) Review labels and stickers

Replace anything damaged or missing.  Replacements must be requested from BMC",7/19/2024
1375,EQ ID 1375,"Boundary Board, Corner Weld, QA",Quality Assurance,6526,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1) Review samples
2) Review labels and stickers

Replace anything damaged or missing. Replacements must be requested from BMC",7/19/2024
1375,EQ ID 1375,"Boundary Board, Corner Weld, QA",Quality Assurance,865,Closed and Completed,0.00,0.20,Carmen Y,,0.00,7/11/2023,,[],"1) Review samples
2) Review labels and stickers

Replace anything damaged or missing. Replacements must be requested from BMC",3/18/2023
807,EQ ID 807,"Drill Fixture, 1047206, Inswing Stile Hinge-C. Hung Plam",Quality Assurance,11201,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1)Inspect bushings, screws and locating dowel pins
2)Inspect straightness
3)Inspect general physical condition
4)Change inspection label",4/15/2025
807,EQ ID 807,"Drill Fixture, 1047206, Inswing Stile Hinge-C. Hung Plam",Quality Assurance,534,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:37:55 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"1)Inspect bushings, screws and locating dowel pins
2)Inspect straightness
3)Inspect general physical condition
4)Change inspection label",3/18/2023
808,EQ ID 808,"Drill Fixture, 1542003, 1542 Drill Jig T-1542004",Quality Assurance,11251,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1)Inspect bushings, screws and locating dowel pins
2)Inspect straightness
3)Inspect physical condition
4)Change inspection label",4/15/2025
808,EQ ID 808,"Drill Fixture, 1542003, 1542 Drill Jig T-1542004",Quality Assurance,535,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:44:46 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"1)Inspect bushings, screws and locating dowel pins
2)Inspect straightness
3)Inspect physical condition
4)Change inspection label",3/18/2023
821,EQ ID 821,"Drill Fixture, T1002246, Tube Wall Post 1080 Series",Quality Assurance,11253,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1)Inspect bushings, screws and locating dowel pins
2)Inspect straightness
3)Inspect general physical condition
4)Measure dimensions on audit sheet
5)Change inspection label",4/15/2025
821,EQ ID 821,"Drill Fixture, T1002246, Tube Wall Post 1080 Series",Quality Assurance,540,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:45:00 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"1)Inspect bushings, screws and locating dowel pins
2)Inspect straightness
3)Inspect general physical condition
4)Measure dimensions on audit sheet
5)Change inspection label",3/18/2023
826,EQ ID 826,"8"" Digital Caliper, 0189152, M.E. Primo Uy",Quality Assurance,11202,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1) Cleaning
2) Visual
3) Functional",4/15/2025
826,EQ ID 826,"8"" Digital Caliper, 0189152, M.E. Primo Uy",Quality Assurance,541,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:38:01 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"1) Cleaning
2) Visual
3) Functional",3/18/2023
827,EQ ID 827,"8"" Digimatic Caliper, 03320488, QA",Quality Assurance,11203,Pending,0.00,0.00,,QA Technician,0.00,,,[],"Cleaning, visual, functional",4/15/2025
827,EQ ID 827,"8"" Digimatic Caliper, 03320488, QA",Quality Assurance,542,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:38:07 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"Cleaning, visual, functional",3/18/2023
828,EQ ID 828,"Drill Fixture, 2080622, Door Hinge Max Privacy (2040/2080)",Quality Assurance,11204,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1)Inspect bushings, screws and locating dowel pins
2)Inspect straightness
3)Inspect general physical condition
4)Change inspection label",4/15/2025
828,EQ ID 828,"Drill Fixture, 2080622, Door Hinge Max Privacy (2040/2080)",Quality Assurance,543,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:38:14 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"1)Inspect bushings, screws and locating dowel pins
2)Inspect straightness
3)Inspect general physical condition
4)Change inspection label",3/18/2023
835,EQ ID 835,"Drill Fixture, 1040622, Inswing Door Latch-Plam",Quality Assurance,11257,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1) Inspect bushings, screws and locating dowel pins
2) Inspect straightness
3) Inspect general physical condition
4) Change inspection label",4/15/2025
835,EQ ID 835,"Drill Fixture, 1040622, Inswing Door Latch-Plam",Quality Assurance,549,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:45:33 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"1) Inspect bushings, screws and locating dowel pins
2) Inspect straightness
3) Inspect general physical condition
4) Change inspection label",3/18/2023
836,EQ ID 836,"1"" Micrometer, 27085352, Machine Shop",Quality Assurance,11228,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1) Use Mikemaster Gage Ser #10468
2) Clean, visual, functional",4/15/2025
836,EQ ID 836,"1"" Micrometer, 27085352, Machine Shop",Quality Assurance,550,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:41:37 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"1) Use Mikemaster Gage Ser #10468
2) Clean, visual, functional",3/18/2023
837,EQ ID 837,"6"" Digital Caliper, 12345580, QA",Quality Assurance,11283,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1) Use Kalmaster Ser #529
2) Clean, visual, functional",4/15/2025
837,EQ ID 837,"6"" Digital Caliper, 12345580, QA",Quality Assurance,551,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:48:59 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"1) Use Kalmaster Ser #529
2) Clean, visual, functional",3/18/2023
838,EQ ID 838,"6"" Dial Caliper, BB054225, TPF",Quality Assurance,11284,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1) Use Kalmaster Ser #529
2) Clean, visual, functional",4/15/2025
838,EQ ID 838,"6"" Dial Caliper, BB054225, TPF",Quality Assurance,552,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:49:05 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"1) Use Kalmaster Ser #529
2) Clean, visual, functional",3/18/2023
839,EQ ID 839,"24"" Dial Caliper, 3-18.3197, Machine Shop",Quality Assurance,11285,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1) Use Kalmaster Ser #529
2) Clean, visual, functional",4/15/2025
839,EQ ID 839,"24"" Dial Caliper, 3-18.3197, Machine Shop",Quality Assurance,553,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:49:12 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"1) Use Kalmaster Ser #529
2) Clean, visual, functional",3/18/2023
844,EQ ID 844,"Drill Fixture, T-1541-1548-5, 5"" Stile-Leveling Device-1540",Quality Assurance,11286,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1) Inspect bushings, screws and locating dowel pins
2) Inspect straightness
3) Inspect general physical condition
4) Change inspection label",4/15/2025
844,EQ ID 844,"Drill Fixture, T-1541-1548-5, 5"" Stile-Leveling Device-1540",Quality Assurance,554,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:49:20 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"1) Inspect bushings, screws and locating dowel pins
2) Inspect straightness
3) Inspect general physical condition
4) Change inspection label",3/18/2023
1026,EQ ID 1026,"Drill Fixture, T1002347, .67 Wall Post",Quality Assurance,11205,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1) Inspect bushings, screws and locating dowel pins
2) Inspect straightness
3) Inspect general physical condition
4) Change inspection label",4/15/2025
1026,EQ ID 1026,"Drill Fixture, T1002347, .67 Wall Post",Quality Assurance,625,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:38:24 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"1) Inspect bushings, screws and locating dowel pins
2) Inspect straightness
3) Inspect general physical condition
4) Change inspection label",3/18/2023
1027,EQ ID 1027,"Boundary Board, TPF, 1080/1090 Inserts",Quality Assurance,11206,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1) Review Samples 
2) Review labels and stickers

-Replace anything damaged or missing, which may require request from manufacturing.",4/15/2025
1027,EQ ID 1027,"Boundary Board, TPF, 1080/1090 Inserts",Quality Assurance,626,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:38:31 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"1) Review Samples 
2) Review labels and stickers

-Replace anything damaged or missing, which may require request from manufacturing.",3/18/2023
1028,EQ ID 1028,"Boundary Board, TPF, Sierra Material Defects",Quality Assurance,11207,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1) Review Samples 
2) Review labels and stickers

-Replace anything damaged or missing, which may require request from manufacturing.",4/15/2025
1028,EQ ID 1028,"Boundary Board, TPF, Sierra Material Defects",Quality Assurance,627,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:38:42 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"1) Review Samples 
2) Review labels and stickers

-Replace anything damaged or missing, which may require request from manufacturing.",3/18/2023
1029,EQ ID 1029,"Boundary Board, TPF, 1080/1090 Edge Finish",Quality Assurance,6579,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1) Review Samples 
2) Review labels and stickers

-Replace anything damaged or missing, which may require request from manufacturing.",7/24/2024
1029,EQ ID 1029,"Boundary Board, TPF, 1080/1090 Edge Finish",Quality Assurance,628,Closed and Completed,0.00,0.25,Carmen Yauri,,0.00,7/13/2023,,[],"1) Review Samples 
2) Review labels and stickers

-Replace anything damaged or missing, which may require request from manufacturing.",3/18/2023
1030,EQ ID 1030,"Boundary Board, TPF, 1080/1090 Bevel",Quality Assurance,11258,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1) Review Samples 
2) Review labels and stickers

-Replace anything damaged or missing, which may require request from manufacturing.",4/15/2025
1030,EQ ID 1030,"Boundary Board, TPF, 1080/1090 Bevel",Quality Assurance,629,Closed without Action,0.00,0.00,md,,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:45:42 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[],"1) Review Samples 
2) Review labels and stickers

-Replace anything damaged or missing, which may require request from manufacturing.",3/18/2023
1062,EQ ID 1062,"Drill Fixture, 1047930, Outswing Stile Hinge-C. Hung Plam",Quality Assurance,11208,Pending,0.00,0.00,,QA Technician,0.00,,,[],"1) Inspect bushings, screws and locating dowel pins
2) Inspect straightness
3) Inspect general physical condition
4) Change inspection label",4/15/2025
