equipment_id,equipment_eq_id,equipment_name,department,wo_id,status,material_cost,labor_time,work_performed_by,assigned_to,downtime_hours,completed_datetime,comments,attachments,audit_item,due_date
36,EQ ID 36,Air compressor 75 HP,Maintenance,3931,Closed and Completed,0.00,0.00,md,,0.00,1/23/2023,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",2/12/2023
36,EQ ID 36,Air compressor 75 HP,Maintenance,4095,Closed and Completed,0.00,0.50,md,,0.00,2/10/2023,"Miguel Diaz - 02/10/23 11:24:21 AM: 1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",2/23/2023
36,EQ ID 36,Air compressor 75 HP,Maintenance,4312,Closed and Completed,0.00,0.50,Mike ingersol rand tech,,0.00,2/16/2023,"Miguel Diaz - 02/20/23  9:13:36 AM: Tech replaced separator and did a rebuilt kit 
checked oil level 
air filter was cleaned",[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",3/10/2023
36,EQ ID 36,Air compressor 75 HP,Maintenance,4482,Closed and Completed,0.00,0.50,Mike,,0.00,3/17/2023,"Miguel Diaz - 03/17/23 10:55:16 AM: 1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .
all working cleaned air filter",[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",3/20/2023
36,EQ ID 36,Air compressor 75 HP,Maintenance,4873,Closed and Completed,30.00,1.00,Miguel & Max,,0.00,4/18/2023,Maksim Bushka - 04/18/23 10:04:29 AM: Check up all points. Cleaned up the filter and radiator. Added one quarts oil.,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",4/17/2023
36,EQ ID 36,Air compressor 75 HP,Maintenance,5360,Closed and Completed,0.00,0.00,mike,,0.00,5/10/2023,Miguel Diaz - 05/10/23 10:41:11 AM: This service was just done skipping this interval,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",5/18/2023
36,EQ ID 36,Air compressor 75 HP,Maintenance,5624,Closed and Completed,0.00,1.00,Max,,0.00,6/12/2023,Maksim Bushka - 06/12/23  8:35:30 AM: Checked up and cleaned up the filter and coil,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",6/10/2023
36,EQ ID 36,Air compressor 75 HP,Maintenance,5982,Closed and Completed,0.00,0.00,Max,,0.00,7/10/2023,Maksim Bushka - 07/10/23  8:36:28 AM: Serviced ok,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",7/12/2023
36,EQ ID 36,Air compressor 75 HP,Maintenance,6362,Closed and Completed,0.00,1.00,Max,,0.00,8/10/2023,Maksim Bushka - 08/10/23 10:33:21 AM: Serviced the compressor.,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",8/10/2023
36,EQ ID 36,Air compressor 75 HP,Maintenance,6784,Closed and Completed,50.00,1.00,Max,,0.00,9/7/2023,Maksim Bushka - 09/07/23 11:19:32 AM: Added oil around two quart.,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",9/10/2023
36,EQ ID 36,Air compressor 75 HP,Maintenance,7141,Closed and Completed,0.00,0.00,Max,,0.00,10/11/2023,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",10/7/2023
36,EQ ID 36,Air compressor 75 HP,Maintenance,7579,Closed and Completed,0.00,1.00,Max,,0.00,11/7/2023,Maksim Bushka - 11/07/23 10:15:55 AM: Performed regular maintenance.,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",11/11/2023
36,EQ ID 36,Air compressor 75 HP,Maintenance,7942,Closed and Completed,0.00,1.00,Max,,0.00,11/8/2023,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",12/7/2023
36,EQ ID 36,Air compressor 75 HP,Maintenance,8128,Closed and Completed,0.00,1.00,Max,,0.00,1/2/2024,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",12/27/2023
36,EQ ID 36,Air compressor 75 HP,Maintenance,9504,Closed and Completed,0.00,1.00,Max,,0.00,1/31/2024,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",2/2/2024
36,EQ ID 36,Air compressor 75 HP,Maintenance,10208,Closed and Completed,0.00,1.00,Max,,0.00,3/1/2024,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",3/2/2024
36,EQ ID 36,Air compressor 75 HP,Maintenance,30,Closed and Completed,0.00,1.00,Max,,0.00,3/4/2024,,[],"Major Service; Every 24th-Month $3,805 Per Visit
? Same As The Above Minor Service
? Replace Air/Oil Separator Element
? Replace Ultra Coolant Compressor Lubricant
? Grease Fan & Main Motor Bearings (If applicable)
? Advise of Any Issues",3/18/2024
36,EQ ID 36,Air compressor 75 HP,Maintenance,10600,Closed and Completed,0.00,0.45,Max,,0.00,4/1/2024,Maksim Bushka - 04/01/24  2:47:31 PM: Replaced 4 rollers on a drywall cart.,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",4/1/2024
36,EQ ID 36,Air compressor 75 HP,Maintenance,10883,Closed and Completed,0.00,1.00,Max,,0.00,4/30/2024,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",5/1/2024
36,EQ ID 36,Air compressor 75 HP,Maintenance,11476,Closed and Completed,0.00,0.00,Max,,0.00,5/14/2024,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",5/30/2024
36,EQ ID 36,Air compressor 75 HP,Maintenance,11906,Closed and Completed,0.00,0.30,Max,,0.00,6/6/2024,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",6/30/2024
36,EQ ID 36,Air compressor 75 HP,Maintenance,12064,Closed and Completed,0.00,1.00,Max,,0.00,7/9/2024,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",7/10/2024
36,EQ ID 36,Air compressor 75 HP,Maintenance,12368,Closed and Completed,0.00,1.00,Max & Primo,,0.00,8/6/2024,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",8/12/2024
36,EQ ID 36,Air compressor 75 HP,Maintenance,12681,Closed and Completed,0.00,1.00,Max & Primo,,0.00,9/5/2024,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",9/6/2024
36,EQ ID 36,Air compressor 75 HP,Maintenance,12984,Closed and Completed,0.00,1.00,Max,,0.00,10/14/2024,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",10/6/2024
36,EQ ID 36,Air compressor 75 HP,Maintenance,13405,Closed and Completed,0.00,1.00,Max,,0.00,10/29/2024,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",11/14/2024
36,EQ ID 36,Air compressor 75 HP,Maintenance,13914,Closed and Completed,0.00,1.00,Max,,0.00,12/2/2024,,[],"*User water hose and water down coils from inside out every 6 months .
This will prevent the machine from over heating",11/25/2024
36,EQ ID 36,Air compressor 75 HP,Maintenance,13639,Closed and Completed,0.00,1.00,Max,,0.00,12/2/2024,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",11/29/2024
36,EQ ID 36,Air compressor 75 HP,Maintenance,13943,Closed and Completed,0.00,1.00,Max,,0.00,1/7/2025,Maksim Bushka - 01/07/25  1:50:49 PM: Replaced 4 AA batteries,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",1/2/2025
36,EQ ID 36,Air compressor 75 HP,Maintenance,14282,Closed and Completed,0.00,1.00,Max,,0.00,2/3/2025,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",2/7/2025
36,EQ ID 36,Air compressor 75 HP,Maintenance,14611,Closed and Completed,0.00,1.00,Max,,0.00,3/3/2025,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",3/7/2025
36,EQ ID 36,Air compressor 75 HP,Maintenance,14925,Closed and Completed,0.00,1.00,Max,,0.00,4/1/2025,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",4/3/2025
36,EQ ID 36,Air compressor 75 HP,Maintenance,15257,Closed and Completed,0.00,1.00,Max,,0.00,5/2/2025,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",5/2/2025
36,EQ ID 36,Air compressor 75 HP,Maintenance,13942,Closed and Completed,0.00,1.00,Max,,0.00,5/8/2025,,[],"*User water hose and water down coils from inside out every 6 months .
This will prevent the machine from over heating",6/2/2025
36,EQ ID 36,Air compressor 75 HP,Maintenance,15652,Closed and Completed,0.00,2.00,Primo & Max,,0.00,6/12/2025,Maksim Bushka - 06/12/25  3:13:37 PM: Cleaned up with washer pressure.,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",6/6/2025
36,EQ ID 36,Air compressor 75 HP,Maintenance,16070,Closed and Completed,0.00,1.00,Max,,0.00,7/11/2025,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",7/12/2025
36,EQ ID 36,Air compressor 75 HP,Maintenance,16414,Closed and Completed,0.00,0.30,Max,,0.00,8/13/2025,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",8/15/2025
36,EQ ID 36,Air compressor 75 HP,Maintenance,16755,Closed without Action,0.00,0.00,Max,,0.00,9/8/2025,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",9/20/2025
36,EQ ID 36,Air compressor 75 HP,Maintenance,16934,Closed and Completed,0.00,0.00,Max,,0.00,9/30/2025,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",10/8/2025
36,EQ ID 36,Air compressor 75 HP,Maintenance,17101,Closed and Completed,0.00,0.00,Max,,0.00,10/21/2025,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",10/30/2025
36,EQ ID 36,Air compressor 75 HP,Maintenance,15748,Closed without Action,0.00,0.00,Max,,0.00,10/31/2025,,[],"*User water hose and water down coils from inside out every 6 months .
This will prevent the machine from over heating",11/14/2025
36,EQ ID 36,Air compressor 75 HP,Maintenance,17398,Closed without Action,0.00,0.00,Max,,0.00,11/19/2025,,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",11/21/2025
36,EQ ID 36,Air compressor 75 HP,Maintenance,17747,Closed without Action,0.00,0.00,Sean Jennings,,0.00,12/22/2025,Sean Jennings - 12/22/25 10:04:00 AM: Equipment is no longer operational. Will delete work orders associated with this piece of equipment once it is removed from the facility.,[],"(1) Check Safety Devices (Red E-stop button)
(2) Check Separator Differ. Indicator (Listen for blow by)
(3) Check Sump Oil Level-Warm (Check gauge Arrow pointed towards the green)
(4) Check Air filter (make sure  unit is off  before checking filter)
Open side cover & remove and blow off. (Check for foreign matter)
(5) Check radiator. Make sure it's clean and blow off if needed .",12/19/2025
36,EQ ID 36,Air compressor 75 HP,Maintenance,10644,Closed and Completed,0.00,0.00,Sean,,0.00,3/12/2026,Sean Jennings - 03/12/26 12:13:17 PM: Scrapped on 1/26/2026,[],"Major Service; Every 24th-Month $3,805 Per Visit
? Same As The Above Minor Service
? Replace Air/Oil Separator Element
? Replace Ultra Coolant Compressor Lubricant
? Grease Fan & Main Motor Bearings (If applicable)
? Advise of Any Issues",3/5/2026
36,EQ ID 36,Air compressor 75 HP,Maintenance,17532,Closed without Action,0.00,0.00,Max,,0.00,5/5/2026,Maksim Bushka - 05/05/26  3:10:06 PM: We have replaced that compressor.,[],"*User water hose and water down coils from inside out every 6 months .
This will prevent the machine from over heating",4/30/2026
5377,EQ ID 5377,40HP Oil-injected Screw Air Compressor,Maintenance,20406,Pending,0.00,0.00,,,0.00,,,[],bleed built up condensation via two bottom valves. a few seconds to clear condensation,8/19/2026
